,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
60,"
                                                    BREKA 3.5-soban STAN 80 m2, I SPRAT Sarajevo - Centar
                                                ",80,Trosoban (3),1,Namješten,Centralno (gradsko),Prodaja,,0,1980-1989,Parket,True,True,True,True,True,True,,,True,True,True,05.01.2023,Sjeverozapad,True,,True,True,,True,,True,,"Prodaje se troiposoban stan u naselju Breka, općina Centar. 
Stan je uknjižene površine od 80.00 m2 + 3.2 m2 ostave, pozicioniran na prvom spratu stambene zgrade, dvostrane orijentacije (S-Z) i idealne pozicije u centru grada za porodicu van zone zagađenja, buke i sl. Uz stan je osigurana suha i zasticena ostava od 3.2m2. Stan se sastoji od hodnika, dnevnog boravka, kuhinje sa trpezarijom, 2 spavaće sobe, manje domacinske sobe, balkona/lođe, kupatila i wc-a. Stan je odmah useljiv.
VIBER 061 253573"
61,"
                                                    Gala četverosoban stan Breka prodaja
                                                ",95,Četverosoban (4),1,Namješten,Centralno (gradsko),Prodaja,"Centar, Sarajevo, Ismeta Mujezinovića",,,,True,True,True,True,True,,,,True,True,True,17.06.2023,,True,,,True,,True,,True,,"Stanpromet.ba - agencija za nekretnine iz svoje ponude za prodaju izdvaja gala četverosoban stan na prvom spratu zgrade bez lifta, naselje Breka, ulica Ismeta Mujezinovića, općina Centar.Nekretninu površine 96m2 + cca. 10m2 (tri balkona) čine ulazni hodnik, prostrani dnevni boravak sa izlazom na balkon, trpezarija sa izlazom na drugi balkon, kuhinja, ostava, dječija soba, hodnik, velika spavaća soba sa izlazom na treći balkon, manja spavaća soba, dva kupatila i toalet.Stan je trostrane orijentacije i mnogo je svijetao i osunčan, na balkonima su postavljeni gelenderi dok su na prozorima postavljene ALU roletne.Vanjska stolarija je PVC kao nova, unutrašnja je drvena, na podovima je postavljen kvalitetan parket.U stanu je centralno grijanje (mogućnost prelaska na plin).Lokaciju stana krasi bogat gradski sadržaj gdje se nalazi mnoštvo prodavnica, pekara, igralište, parkova, takođe zgrada se nalazi u neposrednoj blizini KCUS...Ispred zgrade je veliki parking prostor.Na LINKU možete pogledati detaljno naš 360° virtualni prikaz stana.﻿Za sve dodatne informacije pozovite nas!Certificirana agencija za nekretnine Stanpromet.ba NekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 SarajevoAgent Haris Kadić+387 62 801 801agencija@stanpromet.ba"
62,"
                                                    Stan Grbavica - Novo Sarajevo 51m2
                                                ",51,Dvosoban (2),1,Namješten,Plin,Prodaja,Hasana Brkića,,,Parket,True,True,,,True,True,,,,True,,19.06.2023,,True,False,True,True,,True,,True,,"Prodajem stan 51m2 na Grbavici I sprat, vlasništo 1/1. Ulica Hasana BrkićaDvostranPlinsko grijanjeKlimaPodno grijanje u spavaćoj sobiBlinda vrataBalkonNovi prozori sa vanjskim roletnama i unutarnjim rolo dan i noć (zebra) zavjesama i balkonska vrata Broj telefona061838112"
63,"
                                                    Jednosoban stan prodaja Hrasno Sarajevo
                                                ",29,Jednosoban (1),6,Namješten,Centralno (gradsko),Prodaja,Aleja lipa,,,Parket,,True,True,True,True,,True,,True,True,True,21.06.2023,,True,,,,,,,,,"Rental prodaje jednosoban stan od 29 m2 u Hrasnom, u poznatoj ulici pokrivenoj zelenilom uz rijeku Miljacku koja nosi ime Aleja lipa.Riječ je o nekretnini smještenoj na šestom spratu dobro održavane zgrade sa dva lifta.Stan je po strukturi jednosoban, dakle imamo dnevnu sobu koja je ujedno i spavaća soba, odvojenu prostoriju u kojoj je smještena kuhinja sa trpezarijom te kupatilo. Na prozorima je nova PVC stolarija, na podovima izvorni parket u odličnom stanju. Grijanje je centralno gradsko, tj. na toplane. Ova nekretnina budućim vlasnicima pruža mogućnost preuređenja, samo trebate maštati i prepustiti se kreativnosti, te će kao takva biti divan kutak koji se može iskoristiti kao sjajna investicija na rentijerskom tržištu grada Sarajeva.Lokacijski je pozicionirana na savršenom mjestu... Hladovina Vilsonovog šetališta, osnovne škole, vrtići, kafići, javni prevoz, restorani, apoteke, dućani... Bukvalno vam se sve nalazi pred kućom.Cijena iznosi 125.000 KM. Za više detalja te termine obilaska nekretnine pozovite kolegu agenta Srđana na broj 061 662 444."
64,"
                                                    Stan Ilidža 54m2
                                                ",54,Dvosoban (2),5,Namješten,Ostalo,Prodaja,Bosanskih gazija Pejton,,,,,,,,,,,,,,,30.06.2023,,,,,,,,,,,"Prodaja 🏢📍Ulica Bosanskih gazija Pejton, Ilidža 📌 Površina 54m2🏢 5. sprat (bez lifta)💰 150.000 KMZahvaljujući dvostranoj orijentaciji ovaj stan nudi uživanje u pogledu na okolinu i obilje zelenila, što garantuje svakodnevnu opuštajuću atmosferu. 🌳Raspored i veličina prostorija su idealni za svakodnevni život i uživanje u prirodnom svjetlu. ✔️ Uzimajući u obzir prostranost stana, vrlo lako ga možete prilagoditi vlastitim željama i stilovima. 📌Lokacija stana je izuzetno povoljna. U blizini se nalaze prodavnice, restorani, kafići i ostali sadržaji, što omogućava praktičan i udoban životni stil. ✔️Također, prometna povezanost s ostalim dijelovima grada je odlična, što olakšava putovanje i svakodnevne obaveze. 📌Ukoliko ste zainteresovani za dodatne informacije i termin obilaska kontaktirajte nas ➡️ +387 62 305 777"
65,"
                                                    Stan Sarajevo - Novi Grad
                                                ",45,Dvosoban (2),8,Namješten,Centralno (gradsko),Prodaja,,5,,,True,True,,,True,,True,,,,,23.06.2023,,True,,,,,,,True,,Uredan kompletno namjesten odma useljiv suncan izuzetno mirna a centralna lokacija sa svom potrebnom infrastrukturom za lijep zivot.
66,"
                                                    Trosoban stan/ Sarajevo Centar- Pionirska dolina
                                                ",65,Trosoban (3),2,Namješten,Centralno (Plin),Prodaja,Nahorevska,8,,Parket,True,True,True,True,True,True,True,,True,True,True,03.08.2022,Zapad,True,,True,,True,,,True,,"Prodaje se trosoban namješten stan površine 65m2 na drugom spratu stambene zgradevisokokvalitetne novije gradnje sa liftom. Stan se nalazi u ulici Nahorevska, naselje Pionirskadolina, u mirnom okruženju sa dosta zelenila u eko zoni koja je zvanično proglašena zonomnajčistijeg zraka u Sarajevu. Zgrada se nalazi tik uz Specijalnu policiju i Zoološki centar Pionirska dolina.Ova lokacija je udaljena svega 5 minuta vožnje od samog centra grada a u njenojneposrednoj blizini se nalaze supermarket Amko, osnovna i srednja škola, ZOO park Pionirska dolina, Klinički centar Koševo i sl.Stan sadrži prostran dnevni boravak u kombinaciji sa kuhinjom i trpezarijom, dvije spavaće sobe, kupatilo, lođu i predsoblje. Grijanje je etažno plinsko koje u kombinaciji sa kvalitetnomvanjskom stolarijom osigurava toplotnu efikasnost. Također, u stanu je ugrađen i klima uređaj.U oglašenu cijenu je uključen moderan namještaj i svi potrebni električni uređaji tako da jenekretnina odmah useljiva a također to pogoduje ukoliko bi budući vlasnici željeli istu staviti u ponudu za najam.Važno je napomenuti da je sama ugradbena luksuzna kuhinja sa šank stolom plaćena više od 20.000 KM i da je opremljena najskupljim Gorenje aparatima, te da se zbog selidbe uinstranstvo u stanu kratko boravilo, te su svi aparati praktično potpuno novi. Stan se nije izdavao, niti je u njemu neko živio, osim prilikom kratkog boravka vlasnika tokom godišnjih odmora i stoga je i sav namještaj u stanu potpuno nov.Ispred zgrade se nalazi parking za stanare a na 3 minute udaljenosti se nalazi stanica javnog gradskog prevoza.Lokacija:Stan se nalazi na 2. spratu stambene zgrade novije gradnje sa 2  lifta, u ulici Nahorevska, naselje Pionirska dolina.Sadržaj:Dnevni boravak u kombinaciji sa kuhinjom i trpezarijom, dvije spavaće sobe, kupatilo, lođa, predsoblje.Standard:Etažno plinsko grijanje. Vanjska PVC stolarija. Unutrašnja drvena stolarija. Parket. Keramičke pločice. Kablovska TV. Internet. Interfon. Klima uređaj. Blindo vrata. 2 Lifta.Za više informacija kontaktirati isključivo na VIBER broj  +33627120080 / +387 61 288 998 ili putem privatnih OLX poruka."
67,"
                                                    Stan Dobrinja 2 u šetalištu
                                                ",55,Dvosoban (2),1,Namješten,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,07.04.2023,,,,,,,,,,,"Prodaje se dvosoban stan površine 55 kvadrata na prvom spratu u ulici Mustafe Kamerica, naselje Dobrinja 2, dvostrano orjentisan sa mogućnošću korištenja tarase površine oko 80 kvadrata na koju se izlazi sa balkona. 
Stan se nalazi u centralnom dijelu Dobrinje. U blizini se nalaze osnovna škola, gimanzija, vrtići, ambulanta, pijaca, marketi i gradski prevoz. 
Stan se sastoji od dnevog boravka, spavaće sobe, kuhinje sa trpezarijom, kupatila, hodnik, balkon i podrumske prostorije. 

Kontakt telefon 061/536/666
"
68,"
                                                    EKSKLUZIVAN STAN - CENTAR SARAJEVO 117m2 - MIS IRBINA
                                                ",117,Četverosoban (4),3,Namješten,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,24.02.2023,,,,,,,,,,,"PRESTIGE NEKRETNINE prodaju ekskluzivan četverosoban stan površine 117 m2 koji se nalazi na najatraktivnijoj lokaciji u samom centru Sarajeva na adresi Mis Irbina 20.
Pored fantastične lokacije stan je u odličnom stanju i prodaje se namješten.
 
STRUKTURA: Stan se sastoji od dnevnog boravaka, tri spavaće sobe, kuhinje sa trpezarijom, dva kupatila, hodnika, ostave i balkona. Pored navedenoga stan ima i pripadajuću podrumsku prostoriju i vlastito vanjsko parking mjesto.
Grijanje je centralno (Toplane).
Vanjska stolarija je PVC, a unutrašnja je drvena, u sobama je postavljen laminat, dok je u kupatilima, kuhinji i hodniku postavljena keramika. 
 
Agencija za promet nekretnina ""PRESTIGE"" upisana u Registar posrednika pod rednim brojem 08/2022.
Elmir Mašić - Agent posredovanja u prometu nekretnina 01-01.1-508/22.
Obilazak i pregled stana se može izvršiti uz prethodnu najavu na broj telefona +387 66 657 657."
69,"
                                                    Trosoban stan sa balkonom-60m2 / Koševo-Centar
                                                ",60,Trosoban (3),Visoko prizemlje,Namješten,Centralno (Plin),Prodaja,Alekse Šantića,1.5,,Parket,True,True,True,True,,True,,,,,True,02.06.2023,,True,,True,True,,True,,True,,"BAULAND prodaje:Manji trosoban stan, dvostrano orijentisan, u užem centru grada, na izuzetno atraktivnoj i frekventnoj lokaciji u ulici Alekse Šantića, naselje Koševo, Općina Centar.Površina stana je 60m2 i nalazi se u visokom prizemlju stambene zgrade od ukupno četiri sprata.Stan se sastoji od hodnika, dnevnog boravka sa trpezarijom i kuhinjom, dvije spavaće sobe, balkona, ostave i kupatila.Vanjska stolarija je PVC, unutrašnja je drvena, na podu je postavljen parket i to u sobama, dok je laminat postavljen u hodniku. Ulazna vrata su promijenjena. Stan posjeduje i klimu uređaj.Stan je više puta adaptiran i tom prilikom su izmijenjene vodo i elektro instalacije s tim da je prošlo nekih 15 godina od posljednje adaptacije stana tako da će budući kupac stan uređivati prema vlastitim željama.Stan posjeduje ostavu u stanu kao i podrumsku prostoriju u suterenu zgrade. Ispod predmetne nekretnine se nalazi drugi stan-garsonjera u prizemlju zgrade.Stan se prodaje sa stvarima, osim ličnih stvari vlasnika, električnih uređaja i TV-a.Prednosti nekretnine:Atraktivna lokacija, pogodnost rentanja stana na danBlizina mnogobrojnih srednjih, osnovnih škola i vrtića Blizina fakulteta, edukativnih instituta i dr.Blizina gradskog prijevozaBlizina KCUS-aBlizina parkaLokacija:Stan se nalazi na izuzetno atraktivnoj lokaciji u ulici Alekse Šantića, naselje Koševo, Općina Centar. U blizini stana se nalaze Druga Gimnazija, park, ograđeni park za životinje, mnogobrojni uslužni i ugostiteljski objekti, Veliki i Mali park, javni gradski prijevoz, KCUS, Srednja Medicinska škola, Medicinski, Stomatološki i Farmaceutski fakultet-te mnogi drugi fakulteti, Francuska ambasada i Austrijska ambasada se nalaze nedaleko od stana, te mnoge druge obrazovne, historijske, kantonalne i vjerske institucije i dr. Predsjedništvo BiH se nalazi na samo desetak minuta udaljenosti od stana kao i glavna saobraćajnica.Informacije:Sve zainteresovane klijente pozivamo da nas kontaktiraju i zakažu obilazak nekretnine. Obilazak se može izvršiti uz prethodnu najavu na broj telefona +387 62 080 550 (Viber/WhatsApp), te putem e-mail adrese info@bauland.ba.Uz našu stručnost i profesionalnost, možete biti sigurni da ćemo u Vašem interesu pokušati postići najbolju moguću cijenu ili uvjete. Želimo Vam pružiti najbolju moguću uslugu, stoga smo uvijek spremni odgovoriti na Vaša pitanja. Javite nam se već danas i saznajte više!"
70,"
                                                    Namjesten stan 77m2 sa garažom 18m2, Ilidza-Pejton
                                                ",77,Trosoban (3),2,Namješten,Plin,Prodaja,,,,,,,,,,,,,,,,03.03.2023,,,,,,,,,,,"Prodajem trosoban stan 77m u Ilidzanskom naselju Pejton. Stan je jako lijepog i funkcionalnog rasporeda te se sastoji od dvije spavace sobe, kuhinje sa trpezarijom, dnevnog boravka, dvije ostave, kupatila i hodnika. Uz stan se prodaje i garaza od 18m2 koja se nalazi u istoj zgradi.  "
71,"
                                                    Stan, Centar, Marijin dvor, 97m2, 2 sprat
                                                ",97,Trosoban (3),2,Namješten,Centralno (Plin),Prodaja,Hiseta,,,,,,,,True,,,,True,True,,13.02.2023,,True,,,,,,,,,"Stan, Centar, Marijin dvor, ulica Hiseta, velicine  97m2 a sastoji se od dnevnog boravka, dvije spavaće sobe, hodnika, kuhinje sa trpezarijom i banje. Nalazi se na 2 spratu u stambenoj zgradi. Stan je pogodan za sve namjene kao i poslovnu budući da je u poslovnom središtu oružen trgovačko-poslovnim objektima.
NAPOMENA: ne odgovaram na upit o zadnjoj cijeni"
72,"
                                                    TROSOBAN STAN CENGIC VILA 92m Dz.Bijedica
                                                ",92,Trosoban (3),1,Namješten,Plin,Prodaja,,5,1950-1959,Parket,True,True,True,True,True,,True,,True,True,True,09.05.2022,,True,False,True,True,,,,True,True,"

Prodaje se trosoban stan 92m2 na Čengić Vili pogodan za poslovni prostor.


Prostor se nalazi na prvom spratu i ima dva zasebna ulaza.


Zgrada je na istaknutoj i vidljivoj lokaciji u kojoj je već smjesteno više advokatskih ureda i medicinskih ordinacija. Pored tri prostrane sobe tu je velika kuhinja, hodnik, mokri čvor, balkon i lođa. Grijanje je etažno na plinski bojler. 
Vanjska stolarija je zamijenjena novom PVC sa dvoslojnim staklom. 

U navedenu kvadraturu ne ulazi balkon i lođa koja se može iskoristiti kao korisni prostor veličine cca 7m². Ostatak stana je u izvornom stanju što ostavlja mogućnost uređenja po vlastitoj želji i potrebama.


Uz male preinake moguće je napraviti 2 manja stana ili četverosoban zbog pogodnog rasporeda prostorija te zasebnih ulaza u objekt što ovu nekretninu čini posebno atraktivnom.



Iza zgrade je veliki park pogodan za djecu.


Stan se nalazi u neposredoj blizini tramvajske okretaljke Č. Vila




Kontakt 061 182 366, 061 225 851"
73,"
                                                    Dva opremljena apartmana kod Predsjedništva prodaja
                                                ",61,Trosoban (3),2,Namješten,Struja,Prodaja,,,,Parket,,True,True,True,True,True,,,True,True,True,12.07.2022,,True,,,True,True,True,,,True,"Prodajem stan/apartmane na vrlo mirnoj lokaciji odmah do BBI centra u ulici Branislava Đurđeva 18 - 2 sprat..Po ZK 61m2 u stvarnosti 67m2. Stan je u potpunosti renoviran i pretvoren u dva odvojena apartmana koji uspjesno rade i imaju odlicne ocijene na platformama za iznajmljivanje.PVC na prozorima, rigips pregrade, 2 nova wc/toaleta, fizicki i zvucno izolovana dva apartmana koji djele zajednicki hodnik kao ulaz u zasebne jedinice, svaka sa vlastitim kupatilom i mini kuhinjom. Svaki od apartmana ima odvojene table sa osiguracima tako da je moguce kontrolisati pojedinacno apartmane. Uradjena je zvucna i toplotna izolacija. Plin je doveden do apartmana. Studio apartman posjeduje i klimu.Apartmani djele zajednicki hodnik i imaju fizicki razdvojene ulaze. U zajedničkom hodniku koji apartmani djele nalazi se ostava u kojoj je smještena mašina za pranje veša. Veliki Apartman sastoji se od 2 sobe sa ukupnim kapacitetom do 5 osoba dok Studio apartman ima ukupni kapacitet 2 osobe. Apartmani su u potpunosti opremljeni sa svim pratećim sadržajem i kao takvi se i prodaju tako da budući vlasnik nema dodatnog ulaganja.Apartmani se prodaju u potpunosti namjesteni.Vlasnistvo 1/1 Za više informacija zvati na broj mobitela 062/121-931"
