Unnamed: 0,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon.1,nedavno_adaptiran,details
21,"
                                                    Ilidza Luzani Dvosoban stan 50m2
                                                ",Na upit,50.0,Dvosoban (2),4,Namješten,,Centralno (gradsko),Prodaja,Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,11.11.2022,Istok,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️dvosoban stan, 50m2,Ilidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
22,"
                                                    Ilidza Luzani Dvosoban stan 62m2
                                                ",Na upit,62.0,Dvosoban (2),4,Namješten,,Centralno (gradsko),Prodaja,Luzanski put 4,,2020+,,True,True,True,True,True,True,True,True,True,True,True,22.11.2022,Istok,True,,,,True,,,True,,"⭐️⭐️⭐️⭐️⭐️dvosoban stan, 62m2,Ilidža, park, cijena po dogovoruZa više informacija: Mob: 061-488-073"
23,"
                                                    PRODAJA/ZAMJENA STANA ZA VECI UZ DOPLATU
                                                ",122.000 KM,30.0,Garsonjera,Visoko prizemlje,Namješten,Renoviran,Struja,Prodaja,,,,Parket,,True,True,True,True,,,,True,True,True,15.05.2023,,True,,True,True,,,,,,"Prodajem ili mijenjam garsonjeru za veci stan uz doplatu.


Garsonjera :

se nalazi u Sarajevu ul. Muhameda Hadzijahica 35 - Kosevsko Brdo;je površine 30m2 - visoko prizemlje stambene zgrade bez lifta a koja ima ukupno IV sprata;se sastoji iz hodnika u kojem je kuhinja, dnevnog boravka i kupatila; je adaptirana prije cca 5 godina. vanjska stolarija je PVC, dok je unutrašnja drvena;pod je parket i keramika; ulazna vrata su blindirana; grijanje : plin-struja;se prodaje namještena;posjeduje podrum;vlasništvo 1/1; 
Zgrada se nalazi u neposrednoj blizini svih sadržaja potrebnih za život (škola, vrtić, javni prijevoz,javna garaza, trgovine), odlična saobraćajna povezanost, okružena zelenilom i nesmetanim pogledom.


Kontakt telefon : 061034381

061141559"
24,"
                                                    Stan sa baštom-Ciglane 84m2
                                                ",425.000 KM,84.0,Četverosoban (4),Suteren,Namješten,Renoviran,Centralno (gradsko),Prodaja,,,1980-1989,Parket,,True,True,True,True,,,,True,,True,25.04.2023,,True,False,,,True,True,True,,True,"Prodaje se izuzetno lijep stan sa baštom u sarajevskom naselju Ciglane, opština Centar. Nalazi se u ulici Hakije Kulenovića u suterenu dobro održavane zgrade izgrađene 80-tih godina.Stan ima uknjiženih 84m2 i cca 58m2 bašte a pri adaptaciji je pregrađivanjem dobijeno jos cca 20m2 tako da je ukupna površina stana 105m2.Prilikom adaptacije su zamijenjene sve elekto i vodo instalacije, unutrašnja i vanjska stolarija i kupatila su potpuno renovirana.Stan je po strukturi četverosoban i sastoji se od hodnika, dnevnog boravka sa kuhinjom i trpezarijom u jednoj cjelini, tri spavaće sobe, walk in ormara (1,2mx5m), ostave, kupatila sa toaletom i vešerajem i još jednog manjeg toaleta sa umivaonikom.Iz dnevnog boravka se izlazi u baštu od 58m2 koje je potpuno opremljena kvalitetnim baštenskim namještajem i svim popratnim elementima.Stan se prodaje namješten modernim i funcionalnim namještajem i kuhinjom opremljenom uređajima najnjovije tehnologije a uz dogovor se može kupiti i nenamješten.Grijanje je centralno gradsko (Toplane) i postoje svi priključci za internet i kablovsku tv.Stan je zaštićen alarmnim sistemom a zgrada je pod video nadzorom 24h.Ispred zgrade se nalazi zajednički parking za stanare.Za sve dodatne informacije pozovite +38761357385 Homelink nekretnine d.o.o.Elma Avdić"
25,"
                                                    CASA MIA / Trosoban stan 85-93m2 / Pofalići
                                                ",397.000 KM,85.0,Trosoban (3),1,Namješten,Renoviran,Centralno (gradsko),Prodaja,Zmaja od Bosne,8.0,,Parket,True,True,True,True,True,,True,,True,True,True,19.12.2022,Jug,True,,,,,True,,True,True,"CASA MIA Nekretnine prodaju trosoban stan 85 m2 (93 m2), Zmaja od Bosne, Pofalići, Novo Sarajevo.Stan je po strukturi trosoban, ukupne površine 85 m2, sastoji se od ulaznog hodnika, dnevnog boravka sa trpezarijom, kuhinje, dvije spavaće sobe, kupatila, toaleta, ostave i dvije ustakljene lođe ukupne površine 8 m2, na koje se izlazi iz trpezarije i spavaće sobe.Podne obloge parket i keramika.Stolarija vanjska PVC, unutrašnja drvena, blindo ulazna vrata.Grijanje centralno gradsko Toplane.Stan je dvostrane orijentacije jug/sjever, pozicioniran na prvom spratu stambene zgarade, od ukupno sedam spratova, sa dva lifta.Stan je proteklih godina u više faza adaptiran, te je promijenjena vanjska stolarija, parket, ulazna vrata, adaptirano kupatilo i toalet, te izmjenjene elektro instalacije.Stan se prodaje sa kompletnim namještajem i odmah je useljiv. Ispred zgrade se nalazi javni parking prostor.Lokacija je vrlo atraktivna, stan je lociran uz glavnu saobračajnicu Zmaja od Bosne, u neposrednoj blizini Vilsonovog šetališta, Ziraat Banke, hotela Bristol, šoping centara, restorana, marketa, škola, javnog gradskog prevoza i ostalih uslužnih servisa za ugodan i urban način življenja.Zbog frekventne, atraktivne lokacije i poželjne spratnosti, predmetna nekretnina je idealna za poslovne prostore, ordinacije, urede, vrtiće i druge djelatnosti.Bitno je naglasiti da je stan duži niz godina bio izdat kao poslovno kancelarijski prostor.Cijena: 397,000 KMCijena m2: 4,670 KMCASA MIA NekretnineDžemala Bijedića 33Sarajevo 71000+387 61 191 631info@casamianekretnine.bawww.casamianekretnine.baBroj registra posrednika 56/2023"
26,"
                                                    STAN SARAJEVO STUP  TOP LOKACIJA 76.62m2
                                                ",Na upit,76.6,Trosoban (3),5,Namješten,Renoviran,Plin,Prodaja,,5.0,2010+,Parket,True,True,True,True,True,True,True,,True,True,True,27.02.2023,,True,,True,True,True,True,True,True,,"HITNA PRODAJA!!!!

MODERNO NAMJESTEN STAN
IFO.. 062337710 DZENAN"
27,"
                                                    DHM/STAN/ BAŠČARŠIJA
                                                ",480.000 KM,125.0,Petosoban i više,2,Namješten,,Centralno (gradsko),Prodaja,,,,,True,,,,,,,,,,,09.03.2023,,True,,,,,,,True,,"LINK ZA VIDEO:https://www.youtube.com/watch?v=Qix_Bz-IBKcU srcu Sarajeva, na ekskluzivnoj lokaciji se prodaje petosoban stan od 125m²! Stan se nalazi na pola minuta hoda od Sebilja u ulici Prote Bakovića. Stan se nalazi na drugom spratu. Riječ je o austrougarskoj gradnji, te je sam stan u okej stanu. Stan ima ostavu, te balkon sa kojeg se pruža prelijep pogled. Vanjska stolarija je adaptirana prije nekoliko godina i u odličnom je stanju. Pored toga, stan ima i podrum. Ukoliko mislite da je ovo Vaš novi dom, kontaktirajte nas na 062404204 ili 062950850!"
28,"
                                                    Dvosoban stan - Centar  - Maršala Tita
                                                ",248.000 KM,64.0,Dvosoban (2),4,Namješten,Renoviran,Struja,Prodaja,Maršala Tita,0.0,,Parket,,True,True,True,True,,,,True,True,True,22.05.2023,Jugoistok,True,,True,True,,,,,True,"OPIS NEKRETNINE:NEKRETNINE KARMELA oglašavaju prodaju po strukturi dvosobnog stana, površine  65 m2, u ulici Maršala Tita, općina Centar. Predmetna nekretnina se nalazi na IV spratu zgrade austrougarske gradnje.Dispozicija prostorija:- hodnik- dnevni boravak- spavaća soba- radni dio kuhinje- kupatilo i toalet LOKACIJA:Stan se nalazi na IV spratu zgrade austrougarske gradnje izgrađene na jednoj od najatraktivnijih lokacija u gradu, ulica Maršala Tita, općina Centar. U neposrednoj blizini nalaze se mnogi sadržaji javni gradski prevoz (tramvajsko stajalište), spomenik „Vječna vatra“, gradska tržnica „Markale“, hotel „Hecco Deluxe“, veliki broj ugostiteljskih objekata, pijaca „Sirano“, restoran „Nostra Cucina“, Pozorište mladih Sarajevo, Kamerni teatar, Federalna novinska agencija FENA, Centralna banka BiH, obrazovane, zdravstvene i druge institucije.  Stambena zgrada je na atraktivnoj lokaciji u centru grada što doprinosti olakšanom obavljanju različitih poslovnih djelatnosti.STANDARD:Grijanje u stanu je na struju. Na podovima u dnevnom boravku i spavaćoj sobi postavljen je klasični parket, dok su u hodniku, kuhinji, kupatilu i toaletu postavljene keramičke pločice. Vodovodne i elektroinstalacije su promijenjene. Kuhinja je rađena po mjeri sa novim ugradbenim elementima. Vanjska stolarija je PVC, a unutrašnja stolarija je drvena. Ulazna vrata su blindirana. Kablovska tv. Internet. Interfon. Priključak za plni.Predmetna nekretnina je odmah useljiva. S obzirom na svoju poziciju stambeni objekat je idealna investicija koja bi kroz dugoročni najam obezbjedila kvalitetan povrat uloženih sredstava budućim vlasnicima.Stambeni prostor je generalno renoviran i odmah useljiv!Agencija za poslovanje nekretninama KARMELAAgencija je registrovani posrednik broj 07/2022Azize Šaćirbegović bb ( PC Robot General I kat)061 926 069 Karmela Lopin licencirani agent posredovanjaVAŠ KOMPAS U SVIJETU NEKRETNINA!"
29,"
                                                    Dvosoban stan od 45m2 sa 2 balkona, Lužani, Ilidža
                                                ",169.000 KM,45.0,Dvosoban (2),3,Namješten,Dobro stanje,Centralno (gradsko),Prodaja,Karima Zaimovića,,,Parket,True,,True,True,True,,,,True,True,True,12.05.2023,Ostalo,True,,,,,,,True,,"TOP NEKRETNINE d.o.o. Sarajevo (Broj u registru posrednika FMT: 23/2022)  oglašava prodaju dvosobnog stana uknjižene površine 45m2, dok u naravi površina stana iznosi cca 50m2, na 3. spratu stambene zgrade bez lifta u ulici Karima Zaimovića, u naselju Lužani, Ilidža.KontaktEdin DelićAgent za nekretnineMob:    +387 61 800 069E-mail: agencija@topnekretnine.baKoševo 10/I 71000 Sarajevo, BiHTel:      +387 33 265 645Fax:     +387 33 265 646Web:    topnekretnine.ba"
30,"
                                                    DHM/STAN/ CENTAR
                                                ",292.000 KM,69.0,Trosoban (3),1,Namješten,Novogradnja,Centralno (gradsko),Prodaja,,,2010+,,,True,True,True,,,,,True,True,,21.05.2023,,True,,,,,,,,,"LINK ZA VIDEO:https://www.youtube.com/watch?v=_wMOlmT_j3UStan se nalazi na odlicnoj lokaciji u blizini ""Parkuše"" i ulice Čekaluša. Kvadratura 69,5m². Stan se sastoji od dvije sobe, dva wc-a, hodnika, ogromnog dnevnog boravka sa kuhinjom i terperzarijom. Pored toga, zgrada ima terasu sa koje se pruža prelijep pogled na grad. Objekat je novoizgrađen od visoko kvalitetnih materijala. Samo stubište je od mermera, dok u samom stanu kuhinja ima podno grijanje. Stan se prodaje namješten i nalazi se na prvom spratu. Zgrada posjeduje lift. Pored toga, sa stanom u sklopu zgrade se prodaje parking mjesto čija je cijena 30,000KM. Sav namještaj je pravljen po mjeri i kao stolarija u stanu, visokog je kvaliteta."
31,"
                                                    Prodaja/najam Adaptiran salonski stan Titova 123 m2
                                                ",675.000 KM,64.0,Četverosoban (4),1,Namješten,Renoviran,Centralno (Kotlovnica),Prodaja,Titova,3.0,Prije 1950,Parket,True,True,True,True,True,True,True,True,True,True,True,12.09.2022,Sjeveroistok,True,,True,,True,,True,True,True,"Predivan salonski stan u strogom centru Sarajeva, isti je u potpunosti adaptiran, sto se moze vidjeti i na slikama, posjeduje 123 m2 i prvi je sprat. Sastoji od tri velike prostorije koje su pozicionirane na nacin da se iz istih pruza pogled na Titovu ulicu, velika trpezarija sa odvojenom kuhinjom se nalazi na drugoj strani zvrade i gleda na dvoriste. Stan ima vece kupatilo i manji toalet, kao i balkon.Nekretnina se prodaje s tim da postoji mogucnost i dugorocnog najma. Sve ostale inf. mozete dobiti na kontakt telefon: 061/556-221"
32,"
                                                    Stan Sarajevo - Skenderija Centar 59m2-TOWER Nekretnine
                                                ",Na upit,59.0,Trosoban (3),3,Namješten,Renoviran,Centralno (Plin),Prodaja,,,,Parket,,True,,,,True,,,,,,16.03.2023,Jug,,,True,,,,,,True,"PRODAJA STANA SKENDERIJA - TROSOBAN 59m2   

Prodaje se potpuno renoviran i opremljen trosoban stan površine 59 m2 na trećem spratu stambene zgrade u ulici Skenderija.   Stan se sastoji od dnevnog boravka sa kuhinjom, hodnika, spavaće sobe sa zasebnim garderoberom, dječije sobe, kupatila.   
LOKACIJA:   Stan se nalazi na trećem spratu od ukupno četiri sprata stambene zgrade koja se nalazi u ulici Skenderija, naselje Skenderija, Općina Centar, Sarajevo.   
Stambena zgrada se nalazi u strogom centru Sarajeva neposredno uz gradski prijevoz, trolejbus.   
Sama lokacija je jedna od najatraktivnijih i najtraženijih zbog blizine sadržaja koji omogućavaju veoma kvalitetne uslove življenja.   
U blizini se nalazi vrtić, zgrada Europske komisije, dio Gradske uprave Grada Sarajeva, Federalni parlament, tržni centri: BBI(Arija), SCC, te mnogi ugostiteljski objekti, banke, najpoznatija šetnica Ferhadija. U samoj blizini je i poznata šetnica Vilsonovo šetalište.   

Neophodno je istaći da je stan 2016. godine renoviran iz temelja.   U stanu su urađeni slijedeći radovi: 
- Estrich
 - Potpuno izmijenjene vodovodne cijevi 
- U kupatilu je napravljeno tursko kupatilo, gdje su ugrađene veoma kvalitetne pločice kao i sanitarija
 - Iznova su urađene elektro instalacije: novi kablovi, kutija za osigurače kao i sami automatski osigurači
- Unutrašnja stolarija je drvena 
- Vanjska stolarija je plastična PVC
- Ulazna vrata su blindo
- Na podu je parket 
- Urađeno je i etažno plinsko grijanje   

Primarna orijentacija stana je južna.   

Napomena: Stan se prodaje potpuno opremljen.   

Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja rezervacije, predugovora, ugovora o zakupu ili ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije. 

Za sve ostale informacije stojimo Vam na raspolaganju! 

Certificirana agencija za posredovanje u prometu nekretninama Tower Nekretnine 

Registarski broj posrednika 128/22! 

Ramiza Salčina 84, 
71000 Sarajevo 
Agent Edis Ramović 
+38760 355 5553 
nekretnine@tower.ba"
33,"
                                                    Dvosoban stan na drugom spratu, Grbavica II
                                                ",185.000 KM,52.0,Dvosoban (2),2,Namješten,Za renoviranje,Centralno (Plin),Prodaja,,4.0,1960-1969,Parket,True,,True,True,True,,,,True,True,True,20.06.2023,Jugoistok,True,False,True,True,,True,,True,,"Prodajemo dvosoban stan površine 52m2, a koji se nalazi na drugom spratu stambene zgrade izgrađene u neposrednoj blizini Shopping centra Grbavica, ulica Behdžeta Mutevelića. Jedna od najatraktivnijih lokacija, zajedno sa vrlo traženom kvadraturom i spratnošću predstavlja osnovne karakteristike ove nekretnine. Sastoji se od komfornog dnevnog boravka, kuhinje sa trpezarijom i lođom, jedne komforne spavaće sobe, ostave, te kupatila i predsoblja. Veliki prozorski otvori i dvostrana orjentacija ga čine vrlo svijetlim i prozračnim tokom većeg dijela dana. Haustor zgrade je veoma uredan i redovno se održava. Komotan prilaz i parking prostor namijenjen stanarima dodatna su pogodnost.Stan se nalazi na drugom spratu stambene zgrade izgrađene u ulici Behdžeta Mutevelića, u naselju Grbavica. Lokacija je vrlo atraktivna i pogodna za porodični način života. Blizina obrazovnih ustanova, javnog gradskog saobraćaja, Vilsonovog šetališta, te općenito centra grada čini ovo naselje jednim od najpoželjnijih dijelova grada.Plinsko etažno grijanje. Parket u dnevnoj i spavaćoj sobi. Keramičke pločice u kuhinji,kupatilu, ostavi i lođi. Unutrašnja drvena stolarija. Vanjska drvena stolarija.https://capitolnekretnine.ba/nekretnina/7033/dvosoban-stan-na-drugom-spratu-grbavica-ii/Kontakt telefon : +38762099777                           +38762099888"
34,"
                                                    Stan - Garsonjera - Stup - Tibra 2 - 34 m2
                                                ",115.000 KM,34.0,Garsonjera,1,Namješten,Novogradnja,Centralno (Kotlovnica),Prodaja,Stupska,,2010+,Parket,,True,True,True,,,True,True,True,,True,15.06.2023,Jugozapad,True,,,,,,,,,"CITY Nekretnine d.o.o.Upisan u registar posrednika kod FMT pod reg.brojem: 25/2022Branilaca Sarajeva 20/I, SarajevoKontakt telefon: 033 550 040, 062 446 448, 061 398 581E-mail: berin@citynekretnine.baWeb: https://citynekretnine.ba/nekretnine/prodaja/stan/namjesten-stan-garsonjera-stup-tibra-2-34-m2/CITY Nekretnine prodaje namješten stan - garsonjeru u općini Ilidža, naselje Stup - Tibra 2, ul. Stupska, ukupne površine 34 m2.Stan se nalazi na prvom spratu stambene zgrade sa dva lifta u ulici Stupska, naselje Stup - Tibra 2, općina Ilidža. U neposrednoj blizini zgrade nalazi se pekara, supermarket, caffe bar, apoteka, benzinska stanica Gazprom, novoizgrađeno naselje Bulevar, tramvajska stanica, kao i drugi sadržaji koji su karakteristični za ovo naselje.Kvadratura stana iznosi 33,95 m2, po strukuri je garsonjera, jugozapadne orjentacije.Stan posjeduje:- Dnevni boravak - sobu- Trpezariju- Kuhinju- Kupatilo- Hodnik- Centralno grijanje - kotlovnica sa vlastitim kalorimetrom- Vanjsku PVC stolariju i unutrašnju drvenu stolariju- Blindirana vrata, interfon, lift- Priključke telefona, kablovske televizije i interneta- Parking ispred zgrade - javniCIJENA: 115.000 KM"
