,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
154,"
                                                    100281 Dvosoban stan 35m2 - Stari Grad
                                                ",,,,,,,Mehmeda Mujezinovića,,1980-1989,Parket,,True,True,True,True,,,,True,True,True,16.02.2023,Zapad,True,,True,True,,,,,True,"Imovina.ba - agencija za nekretnine iz svoje ponude za prodaju izdvaja lijepo namješten dvosoban stan u Starom graduOpisProdaje se dvosoban namješten stan, površine 34m², pozicioniran na drugom spratu stambene zgrade bez lifta, u ulici Mehmeda Mujezinovića, Stari Grad Sarajevo.Stan čine ulazni hodnik, kuhinja, dnevni boravak, spavaća soba i kupatilo, sa osnovnim kućanskim i električnim uređajima, kao što su el. šporet, mašina za veš, frižider, usisivač, TV, i dr…Stan se zagrijava pomoću plinskih peći. Na podu je postavljen parket i keramičke pločice, vanjska stolarija je PVC, unutrašnja je drvena.Nekretnina se nalazi u ulici Mehmeda Mujezinovića, naselje Babića Bašta. Lokacija je atraktivna jer se nalazi u starom dijelu grada, u blizini Vijećnice, Muzeja Sarajeva, “Latinske ćuprije”, “Narodnog pozorišta”, ulice “Ferhadija”, kao i mnogih drugih historijskih i turističkih objekata, restorana, supermarketa, i sl.Tramvajsko i trolejbusko stajalište udaljeno je samo 100m od zgrade. Ispred zgrade se nalazi javni parking prostor.Imovina.ba - Agencija za promet nekretninaAgent Amel Šabić+387 61 062 555amel.sabic@imovina.baBroj licence: 01-01.1-191/22Black and White Consulting d.o.oP.J Agencija za promet nekretnina je upisana u registar posredinka FMT pod registarskim brojem 22/2022"
155,"
                                                    Četverosoban Stan Alipašino
                                                ",,,,,,,Semira Frašte broj 3,,1970-1979,Parket,,True,,,,,,,,,,12.06.2023,,,,,,,,,,,"Prodajem četverosoban stan na Alipašinom polju u Ul. Semira Frašte broj 3. Sprat 7 ukupne površine 78 m2.Stan se po dogovoru može prodavati sa stvarima, a i bez. "
156,"
                                                    Stan Sarajevo - Top lokacija, centar stan sa garažom
                                                ",,,,,,,Gabrijelo Moreno bb,,1970-1979,Brodski,,True,,,True,,,,True,True,,13.04.2022,Jugoistok,True,,True,True,,,,,,"Agencija za nekretnine SK nekretnine prodaje , lijep stan na izvrsnoj lokaciji i prekrasnim pogledom na Vilsonovo šetalište i poslovni dio grada.Ono sto stanu daje posebnost je da stanu pripada i dio okućnice, koja je lijepo uređena sa mnogo cvijeća i ukrasnih biljki. Stan se prodaje sa garažom koja ima 16 M2 nalazi se odmah na ulici veoma lako za parkiranje, a tu se nalazi i stepeniste do stana.   Sastoji se od ulaza na kojem su postavljena veoma kvalitetna protivprovalna vrata, kupatila sa prozorom, spavaće sobe u kojoj dominiraju veliki prozori sa pogledom na bastu, kuhinje sa trpezarijom i dnevnog boravka. U neposrednoj blizini stana nalazi se Vilsonovo šetalište, zgrada OHR, zgrada parlamenta, poslovna zgrada Unitic, poznati trgovački centri, kao i mnogobrojni, kafići, restorani, banke i muzeji. Za vise informacija nazovite na broj 061 189 200 Mail infosknekretnine@gmail.com"
157,"
                                                    Trosoban Stan Sarajevo - naselje Kovačići
                                                ",,,,,,,Zagrebačka,7,1980-1989,Parket,True,True,True,True,True,True,True,,True,True,True,05.04.2023,Jug,True,False,,True,True,True,True,True,True,"Agencija za nekretnine ŠALJIĆ upisana u registar posrednika pod rednim broj 64 Federalnog Ministarstva Trgovine i riješenjem o ispunjavanju uvjeta za obavljanje djelatnosti posredovanja broj 05-04-87-UT/23 OBJAVLJUJE
EXTRA STAN NA EXTRA LOKACIJI....naselje Kovačići ulica Zagrebačka, III sprat, u neposrednoj blizini OHR - a s pogledom na SCC, 79m2 + balkon 7m2. Dvostrano orijentisan, alarm, video interfon, bez ulaganja, papirološki uredan 1/1.
- predsoblje
- hodnik
- dnevna soba 
- kuhinja sa trpezarijom 
- dvije spavaće sobe
- kupatilo
- toalet
- balkon 
Za sve detaljnije informacije pozovite na navedene brojeve telefona:
+38763120611
+38761349218
Haris Ivazović"
158,"
                                                    Dvoiposoban Stan Sarajevo - Novi Grad
                                                ",,,,,,,,4,1980-1989,Parket,True,,True,True,True,,True,,True,True,True,29.05.2023,,True,False,,True,,True,,True,,"Agencija za nekretnine ŠALJIĆ upisana u registar posrednika pod rednim broj 64 Federalnog Ministarstva Trgovine i riješenjem o ispunjavanju uvjeta za obavljanje djelatnosti posredovanja broj 05-04-87-UT/23 OBJAVLJUJE:objavljuje prodaju:

- Dvoiposoban stan 
- Alipašino Polje ""A"" faza
- ulica Bajrama Zenunija
- 66m2 
- Dvostrano orijentisan (Istok- zapad)
- XIII - sprat (nije zadnji)
- dva lifta
- parking ispred i iza zgrade
- vlasništvo uredno 

Za sve upite kao i rezervaciju termina za obilazak nazovite na navedene brojeve telefona:

+38763120611
+38761349218

Haris Ivazović 
Certificirani agent za prodaju nekretnina"
159,"
                                                    100328 NOVOGRADNJA! Trosoban stan u ul. Ive Andrića
                                                ",,,,,,,Ive Andrića,,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,10.05.2023,,True,,,,True,True,,True,,"Imovina.ba - Agencija za nekretnine iz svoje ponude za prodaju izdvaja djelimično namješten trosoban stan u ul. Ive AndrićaProdajemo lijep i komforan trosoban stan površine 72m2 koji se nalazi na četvrtom spratu stambene zgrade izgrađene 2022 godine u ulici Ive Andrića, naselje Dobrinja. Stan se sastoji od dnevnog boravka, kuhinje, dvije spavaće sobe, degažmana, kupatila i ostave. Zbog velikih prozorskih otvora i svijetle stolarije, vrlo je prozračan i svijetao tokom većeg dijela dana, te posebno ugodan za boravak. Stan ima vrlo lijep, otvoren pogled na naselje Dobrinja. Pored spratnosti, vrlo lijepe lokacije, jedna od najvećih prednosti ove nekretnine je svakako reprezentativan objekat najnovije gradnje u kojem se stan nalazi.Standard:Grijanje je na sistem termoblok. Aluminijski radijatori sa kalorimetrima. Kvalitetan parket i keramičke pločice na podovima. Vanjska PVC stolarija. Unutrašnja drvena stolarija. Blinda ulazna vrata. Javni besplatni parking u blizini zgrade. Video nadzor ulaza u zgradu, haustora i lifta.Lokacija:Nekretnina se nalazi u ulici Ive Andrića, u sarajevskom naselju Dobrinja. Naselje Dobrinja obiluje raznim sadržajima, a prepoznatljivo je po planskoj gradnji te mnoštvu zelenih površina, parking prostora i parkova za djecu i odrasle.Imovina.ba - Agencija za promet nekretninaAgent Amel Šabić+387 61 062 555amel.sabic@imovina.baBroj licence: 01-01.1-191/22Black and White Consulting d.o.oP.J Agencija za promet nekretnina je upisana u registar posredinka FMT pod registarskim brojem 22/2022"
160,"
                                                    Centar , adaptiran dvosoban stan od 72 m2 na prodaju!
                                                ",,,,,,,Josipa Vancasa,,,Parket,True,True,True,True,True,,,,True,True,True,13.06.2023,,True,,True,True,,,,True,True,"Prodaje se komforan dvosoban stan u Centru u ulici Josipa Vancasa. Stan je na IV-tom zadnjem spratu zgrade bez lifta. Sastoji se od ulaznog hodnika, dnevnog boravka sa balkonom, kuhinje sa trpezarijom i balkonom, vece spavace sobe sa izlazom na balkon i veceg kupatila.Stan je u odlicnom stanju, renoviran kompletno prije dvije godine, ima etazno plinsko grijanje. Dvostrano je orjentisan sa pogledom na park i ulicu.  Suncan i jako komforan stan. Na odlicnoj je lokaciji u Centru a ipak odvojen od gradske guzve, u neposrednoj blizini su svi neophodni sadrzaji, par minuta hoda do Klinickog Centra, Medicinskog Fakulteta, BBI Centra...te mnogih javnih institucija.﻿Za više informacija i pregled nekretnine kontaktirajte na brojeve: +387 62 409 205  +387 33 212 555nekretnine.elite@gmail.com  ELITE Nekretnine d.o.o.Terezije bb, Skenderijawww.elitenekretnine.ba  Agencija registrirana kod Ministarstva trgovine FBiH pod registarskim brojem 34/23Vaš pouzdan posrednik!"
161,"
                                                    Stan 55,79m2 /Novogradnja -Saraj Polje Dobrinja
                                                ",,,,,,,,,2020+,,True,True,True,,True,True,True,True,,,True,06.01.2022,,,,,,,,,True,,"INVESTITOR NOVA ADRESA DOO SARAJEVO NUDI U OPĆINI  NOVI GRAD  /DOBRINJA UL. RAMIZA   SALCINA 320 EKSKLUZIVNE STANOVE  OPIS NEKRETNINE Stan se nalazi na prvom   spratu zgrade  .Ukupna kvadratura stana je 55,79 m2Sastoji se od hodnika ,kuhinje  ,dnevnog boravka ,spavace sobe , dječije sobe kupatila ,lođeZgrada je locirana tako da jedan dio zgrade gleda na kružni tok i aerodrom  a drugi dio  zgrade  gleda  na  🏡 Dom zdravlja Nedzarici. Takođe  300 metara od zgrade se nalazi i Osnovna  škola Aleksa Santić kao i 3 privatna vrtica .Objekat je izgrađen tehnički prijem zavrsen  ,planirano useljenje  do kraja 6 mjeseca  2023 .Takodze zgrada posijeduje garažno mijesto i parking mijesto koje se posebno plaća . OPREMLJENOST Riječ  je  o objektu koji se može pohvaliti visoko standardnom gradnjom ,odnosno  visokom kvalitetom zivota koju ce ponuditi buducim stanarima .-Moderna arhitektura osigurava optimalnu vizuelnu integraciju sa okruzenjem -Zgrada   posjeduje  lift (KONE Njemacka).-Ulazna vrata protivprovalna  (ZALMO)-Vanjska stolarija je PVC Antrasit boja ,a unutrašnja  je bijela boja.-Parket WEITZER AUSTRIA 1 klasa.  -Ulazna vrata u sobe bijela boja ( Ans Drive) -Česme Śpanski brend .-Sistem Grijanja : Podne Grijanje (Geberit ugradbeni sistemi)-Keramičke   pločice  1 klasa ŠPANIJA-Svaka stanbena jedinica imaće  vlastiti vodomjer.         -Planirano grijanje toplotne punpe (HEAT PUMPS NOVA ADRESA) svaki stan ima svoju jedinicu.-Režiski  troskovi će biti prilagođeni  realnoj potrosnji svaka stanbena jedinica će imati svoj zaseban mjerać potrosnje.  FIRMA NOVA ADRESA DOO   VAM  STOJI NA RASPOLAGANJU -Pravna pomoc kao i notarska usluga -Obilazak nekretnine -Pomoc kod finansiranja (NLB Banka) -Za sva dodatna pitanja i savjete pri kupovini vaše nekretnine stoji vam na raspolaganju voditelj prodaje Aldina ATEL    : +387 62 903 353Email ; prodaja@nova-adresa.com "
162,"
                                                    LOCUS: Četverosoban stan sa garažom, Mejtaš, Centar
                                                ",,,,,,,Tina Ujevića,,1960-1969,Parket,True,True,True,,,,True,,True,True,True,05.06.2023,Istok,,,,,,True,,True,,"LOCUS šifra: 039L-2023SAgent: Elvedina Ganibegović, 061/163-238E-mail: elvedina@locus.baŽelite saznati više o ovoj nekretnini? Za više fotografija i dodatne informacije posjetite: https://www.locus.ba/search/listing/5991Opis nekretnine:Prodaje se četverosoban stan uknjižene površine 84m2 sa garažom na šestom spratu (ujedno i posljednjem spratu) stambene zgrade sa liftom u ulici Tina Ujevića, naselje Mejtaš, Opština Centar.Stambena zgrada je izgrađena 1965 godine, sastoji se od ukupno šest spratova i redovno se održava.Predmetna nekretnina se nalazi u izvornom stanju tako da je budućim vlasnicima ostavljena mogućnost da je kroz temeljnu adaptaciju u potpunosti prilagode ličnim potrebama.Stan se sastoji od dnevnog boravka, dvije spavaće sobe, trpezarije i izdvojene kuhinje, kupatila, hodnika, dvije ostave i balkona.Obzirom na dvostranu orjentaciju (istok-zapad) stan je osunčan tokom većeg dijela dana.Bitno je napomenuti da je u oglašenu cijenu uključena garaža površine 12m2 koja predstvalja vanknjižno vlasništvo.Nekretnina se nalazi na izuzetno atraktivnoj lokaciji, a sami centar grada sa svim kulturno historijskim sadržajima je udaljen samo par minuta lagane šetnje.U bližem okruženju dostupni su osnovni sadržaji kao što su mnogobrojni ugostiteljski i trgovački objekti, Veliki park, Hoše komerc, ambasade, frizerski salon, pekara, itd.Izuzetna mikrolokacija, dvostrana orjentacija, blizina apsolutno svih sadržaja, mogućnost uređenja u skladu sa ličnim potrebama su samo neke od karakteristika koje ovu nekretninu čine odličnom prilikom za život višečlane porodice.Za posjetu ovoj nekretnini pozovite Vašeg LOCUS agenta: 061/163-238 ili VIBER/ WhatsApp/ IMO +38761163238. Lokacija:Stan se nalazi na šestom (posljednjem spratu) stambene zgrade sa liftom u ulici Tina Ujevića, naselje Mejtaš, Opština Centar.Naselje Mejtaš je jedna od najatraktivnijih lokacija za stanovanje u Sarajevu, obzirom da je riječ o mirnom naselju izdvojenom od gradske buke, ali ipak smješten u blizini najužeg centra Sarajeva.Na udaljenosti od samo nekoliko koraka dostupni su svi osnovni sadržaji kao što su mnogobrojni ugostiteljski i trgovački objekti, Veliki park, Hoše komerc, ambasade, frizerski salon, pekara, banka, osnovne i srednje škole, itd.Stanica javnog gradskog prevoza udaljena je cca. 400 metara od predmetne nekretnine.Sadržaj:Dnevni boravak, dvije spavaće sobe, trpezarija i izdvojena kuhinja, kupatilo, hodnik, dvije ostave i balkon.Standard:Centralno grijanje (Toplane). Drvena unutrašnja i vanjska stolarija. Parket u dnevnom boravku, spavaćim sobama i hodniku. Vinas pločice u kuhinji i trpezariji. Pločice u kupatilu. Interfon. Blindirana vrata. Lift. Garaža površine 12m2. Priključci za internet, kablovsku TV i internet.NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.LOCUS Nekretnine d.o.o ne preuzima nikakvu odgovornost za moguća odstupanja od zemljišnoknjižnih podataka i katastarskih podataka sa stvarnom situacijom nekretnine na terenu. Kupac se upućuje da izvrši detaljnu provjeru svih zemljišnoknjižnih podataka, katastarskih podataka i stvarne situacije nekretnine te da se posavjetuje sa notarom, kojeg odabere za zaključenje kupoprodajnog ugovora.Agencija LOCUS Nekretnine d.o.o. je upisana u Registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 27/2023. Planirate prodaju Vaše nekretnine? Kontaktirajte nas i uvjerite se da smo najbrži i najefikasniji: +387 33 214 441."
163,"
                                                    Trosoban stan u zgradi novije gradnje, Stup, Ilidža
                                                ",,,,,,,Stupska,,,,,True,True,True,True,,True,,True,True,True,09.01.2023,Zapad,True,,True,,,,,,,"Prodajemo trosoban stan površine 65m2, koji se nalazi na petom spratu novoizgrađene stambeno-poslovne zgrade u naselju Stup. Stan ima vrlo prakičan raspored prostorija, koji pruža osjećaj komfora i ugodnog boravka, a sastoji od dnevnog boravka, kuhinje, dvije spavaće sobe, predsoblja, degažmana, kupatila i balkona sa kojeg se pruža lijep pogled na naselje. Stan je dobro održavan i vrlo uredan. Zbog visoke spratnosti i velikih prozorskih otvora, izuzetno je svijetao i prozračan tokom većeg dijela dana. Kuhinja kao i ugradbeni elementi vidljivi u galeriji naših fotografija, ostaju potencijalnom kupcu gratis. Standard:Plinsko etažno grijanje. Parket u sobama. Keramičke pločice u kuhinji, kupatilu, balkonu i degažmanu. Vanjska PVC stolarija. Unutrašnja drvena stolarija. Blinda ulazna vrata. Interfon. Lift. Haustor zgrade pokriven video nadzorom. Lokacija:Stan se nalazi na petom spratu novoizgrađene stambeno-poslovne zgrade u ulici Stupska, naselje Stup. Naselje sadrži razne ugostiteljske i trgovinske objekte, a u neposrednoj blizini se nalaze i stanice javnog gradskog saobraćaja, koje ovu lokaciju odlično povezuju sa ostalim dijelovima grada. Međunarodni aerodrom Sarajevo, centar Ilidže i Velika Aleja udaljeni su nekoliko minta vožnje od zgrade, dok je do centra grada potrebno 15ak minuta vožnje. Link na oglas:  https://www.metropolanekretnine.ba/oglas/trosoban-stan-u-zgradi-novije-gradnje-stup-ilidza/  Više informacija možete dobiti ukoliko pozovete našeg Agenta METROPOLA NEKRETNINE d.o.o. SarajevoAgent: Sanjin Smječaninprodaja@metropolanekretnine.bamob.: +387 61 481 815tel/fax: +387 33 956 333www.metropolanekretnine.baFACEBOOK FAN PAGE"
