,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
86,"
                                                    AKCIJA - NOVOGRADNJA STANOVI - NOVA VOGOŠĆA
                                                ",Na upit,43,Četverosoban (4),7,Nenamješten,,Centralno (Kotlovnica),Prodaja,24 Juni 11 Vogošća,,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,05.12.2022,,True,,,,True,,True,True,,"PRESTIGE NEKRETNINE prodaje stanove u izgradnji koji se nalaze u stambeno - poslovnom kompleksu ""NOVA VOGOŠĆA"" 
Trenutno je u toku izgradnja objekta (Lokacije 8 i 9) koji će biti strukturiran na način da obuhvata: stambeni, poslovni i garažni dio.
Stambeni dio objekta koji se gradi obuhvata sedam spratova i uključuje 200 stanova prema slijedećoj strukturi:
70 stanova veličine 43 do 45 m2 (dnevni boravak sa kuhinjom, jedna spavaća soba, kupatilo i balkon,92 stana veličine 58 do 67 m2 (dnevni boravak sa kuhinjom, dvije spavaće sobe, kupatilo i balkon),38 stanova veličine 70 do 89 m2 (dnevni boravak sa kuhinjom, dvije/tri spavaće sobe, kupatilo i balkon).                   
Pored stambenih jedinica, objekat obuhvata dvije etaže suterena u kojima se nalazi 128 garažnih parking mjesta ukupne površine 2.206,90 m2, dok su u prizemlju smješteni poslovni prostori ukupne površine 641,80 m2. Uz objekat su predviđena i 83 vanjska parking mjesta namijenjena za prodaju.
bjekat će biti obložen termofasadom debljine 10 cm sa zaštitnim samoperućim slojem boje. Ustakljenje objekta je predviđeno troslojnim termopan staklom LOW-e koji ima UV zaštitu.
Obloga površina primjerena je namjeni prostora i uključuje:
dnevni boravak sa trpezarijom i spavaće sobe – prvoklasni parket (hrast)sanitarni čvorovi i terase – italijanska keramika visokog kvaliteta,stepenište – protuklizna keramika visokog kvaliteta.Unutrašnji zidovi su malterisani, gletovani i završno obojeni u bijelu boju.
Unutrašnja stolarija je kvalitetne drvene građe bijele boje sa ukrasnim lajsnama.
Ulazna vrata u stanove su protivprovalna i protivpožarna, obložena drvenim oblogama.
Objekat ima četiri ulaza sa liftovima od suterena do zadnjeg sprata. Predviđena je ugradnja bešumnih liftova vodećeg svjetskog proizvođača, nosivosti 600kg.
Objekt je priključen na novoizgrađenu glavnu infrastrukturnu mrežu. Opremljen je električnim instalacijama na način da svaka soba ima razvedenu mrežu telefona, kablovske televizije i jake struje u skladu sa savremenim standardima elektroinstalacija. Napajanje električnom energijom je predviđeno sa novoizgrađene gradske mreže, a objekt ima svoju trafostanicu.
Svaki stan, kao i poslovni prostor ima individualno očitanje potrošnje električne energije, vode na daljinsko očitavanje i potrošnje grijanja. Grijanje je riješeno po sistemu zajedničke kotlovnice, a svaki stan će imati svoj mjerač potrošnje.
Predviđeno je tursko kupatilo sa linijskim slivnikom i staklenom pregradom.
Zbog kvalitetnijeg i udobnijeg življenja u stanovima, u svaki stan će biti ugrađen klima uređaj (grijanje-hlađenje) koji može poslužiti kao alternativno rješenje za grijanje.
Objekat će se svojom nenametljivom formom skladno uklopiti u prirodni i urbani ambijent ovog lokaliteta i doprinijeti njegovom poboljšanju sa vizuelnog i oblikovnog aspekta.
Za sve dodatne informacije, obilazak građevine i uslove kupovine kontaktirajte na na broj telefona: +387 65 515 336"
87,"
                                                    Prodaja - Stan Ilijaš 73m2
                                                ",Na upit,73,Trosoban (3),1,Nenamješten,,Ostalo,Prodaja,126. Ilijaške brigade,,,Parket,True,,True,True,True,,,,,True,True,01.04.2023,,,,,True,,True,,True,,"📣 PRESTIGE nekretnine prodaju stan u Ilijašu veličine 73 m2 smješten na odličnoj lokaciji (šetalište). ✅ Stan je funkcionala i po strukturi je trosoban sa balkonom a nalazi se na prvom spratu.✅ Lokacija stana je izvrsna, s lakoćom se može pristupiti svim važnim sadržajima kao što su prodavnice, škole, vrtići i autobuske stanice. ✅ Odlična prilika za one koji traže funkcionalan stan u mirnom okruženju, ali blizu svih potrebnih sadržaja u Ilijašu.KONTAKTIRAJTE NAS na broj telefona +387 66 657 657.Agencija za promet nekretnina ""PRESTIGE"" upisana u Registar posrednika pod rednim brojem 08/2022.Elmir Mašić - Agent posredovanja u prometu nekretnina 01-01.1-508/22."
88,"
                                                    Stan Ilidža 87m2
                                                ",280.000 KM,87,Trosoban (3),1,Nenamješten,,Plin,Prodaja,IV Viteške brigade,,2020+,Parket,True,True,True,True,True,True,True,True,True,,True,02.03.2023,,True,,True,,True,,,True,,"PRESTIGE NEKRETNINE prodaju ekskluzivan trosoban stan površine 87 m2 koji se nalazi na atraktivnoj lokaciji na Ilidži.STRUKTURA: Stan se sastoji od dnevnog boravaka sa kuhinjom, dvije spavaće sobe, dva kupatila, jednog toaleta, hodnika i balkona. Grijanje je plinsko (etažno). Pored toga, svaka prostorija u stanu posjeduje inverter klima uređaje, koji mogu da služe I za grijanje I za hlađenje. Vanjska stolarija je PVC, a unutrašnja je drvena, u sobama je postavljen parket, dok je u kupatilima, kuhinji i hodniku postavljena keramika.Sa balkona se pruža divan pogled na poznato šetalište, Veliku aleju, što govori da je stan smješten u divnom prirodnom I opuštajućem okruženju.Obilazak i pregled stana se može izvršiti uz prethodnu najavu.Agencija za promet nekretnina ""PRESTIGE"" upisana u Registar posrednika pod rednim brojem 08/2022.Elmir Mašić - Agent posredovanja u prometu nekretnina 01-01.1-508/22.KONTAKTIRAJTE NAS na broj telefona +387 66 657 657."
89,"
                                                    Al. Polje- Novi Grad
                                                ",160.000 KM,48,Jednoiposoban (1.5),3,Nenamješten,Dobro stanje,Centralno (gradsko),Prodaja,,,1980-1989,Parket,True,True,True,True,True,,True,,True,True,True,26.06.2023,Jugozapad,True,,True,,,True,,True,,"Prodajem jednoiposoban stan u ul Trg Solidarnosti  na Alpasinom polju, ukupne povrsine 48m2, na trecem spratu zgrade koja posjeduje 2 lifta, u stanu je centralno grijanje, dvostrano je orijentisan sa idealnim rasporedom, jako je suncan, ima ustakljen balkon, zamijenjenu vanjsku stolariju, blind vrata i u dobrom je stanju. Stan se nalazi odmah preko puta Mercatora, Peny plus, CM-a,DM-a, neposredna je blizina je zelene pijace i jos dosta trgovackih centara. Takodje je blizu javnog gradskog prevoza, za ozbiljne kupce kont.tel. 062/156-882"
90,"
                                                    Stan Sarajevo - Centar Koševo/Bolnicka-44m2
                                                ",Na upit,44,Dvosoban (2),Visoko prizemlje,Nenamješten,,Plin,Prodaja,Koševo-Bolnicka,,,Parket,,True,True,True,,,,,True,True,True,05.05.2023,,True,,True,True,,,,,,Koševo/Bolnička u odličnom stanju.
91,"
                                                    Četverosoban stan / 2. Sprat / Ciglane / Centar
                                                ",280.000 KM,90,Četverosoban (4),2,Nenamješten,Za renoviranje,Centralno (Plin),Prodaja,,4,1980-1989,Parket,True,,True,True,True,,,,True,True,True,10.11.2022,Jugozapad,True,False,True,True,,,True,True,,"Agent: Elvir Velić+387 61/ 740-498+387 61/ 939-814e-mail: elvir@deltanekretnine.baDELTA šifra: 191p/2022
https://deltanekretnine.ba/property/cetverosoban-stan-2-sprat-ciglane-centar/
OPIS NEKRETNINE:Prodaje se četverosoban stan površine 90m2 (uknjiženo 77m2) na drugom spratu stambene zgrade bez lifta u ulici Antuna Hangija, naselje Ciglane.
Nekretnina se nalazi u izvornom stanju i pogodna je za kupce koji žele da adaptiraju stan po vlastitim željama i ukusima.
Glavna prednost stana je dodatno proširivanje u gabaritima stana cca 30m2, čime bi se povećala korisna stambena površina na 110m2.
Dodatne prednosti navedene nekretnine možemo izdvojiti: kvalitet gradnje zgrade, odličnu mirkolokaciju u naselju Ciglane, te mirna lokacija u ovom dijelu naselja.
U prizemlju zgrade nalazi se pripadajuća prostorija (ostava).
Mogućnost kupovine garaže površine 15m2 (dimenzija 554cm*274cm) ispred koje se mogu parkirati dodatno dva automobila.
Zgrada je okružena mnoštvom zelenila.
LOKACIJA:Stan se nalazi na prvom spratu stambene zgrade u ulici Antuna Hangija, naselje Ciglane.
SADRŽAJ:Stan se sastoji od:- prva etaža: dnevni boravak, spavaća soba, kuhinja sa trpezarijom, veće kupatilo, predsoblje i balkon;- druga etaža: dvije spavaće sobe, kupatilo i degažman.
STANDARD:Grijanje plinsko etažno. Vanjska i unutrašnja drvena stolarija. Izvorni parket u dnevnom boravku, spavaćim sobama. Keramičke pločice u kuhinji, kupatilima, predsoblju i balkonu. Ostava. Alarm. Interfon.
 
NAPOMENA:Tražena cijena predstavlja preporučenu cijenu za oglašenu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom momentu do pismenog zaključenja Rezervacije, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
92,"
                                                    Stan, 65m2 Dobrinja suteren pretvoren u poslovni
                                                ",64.000 KM,65,Dvosoban (2),Suteren,Nenamješten,,Plin,Prodaja,Grada Baku,,,,,,,,True,,,,True,True,,28.01.2021,,True,,,,,,,,,"Prodaje se se stan 65m2, Dobrinja 3, Grada Bakua, suteren, pretvoren u poslovni prostor, za renoviranje. Cijena 65 000KM
Napomena ; ne odgovaram na pitanje o zadnjoj cijeni"
93,"
                                                    Četverosoban stan / 81m2 / Mejtaš / Centar
                                                ",242.000 KM,81,Četverosoban (4),Visoko prizemlje,Nenamješten,Za renoviranje,Centralno (Plin),Prodaja,,10,1960-1969,Parket,True,,True,True,True,,,,True,True,True,18.03.2023,,True,False,True,True,,True,,True,,"Agent: Elvir Velić+387 61/ 740-498+387 61/ 939-814e-mail: elvir@deltanekretnine.baBroj u registru posrednika: 93/2023 DELTA šifra: 018p/2023https://deltanekretnine.ba/property/cetverosoban-stan-81m2-mejtas-centar/OPIS NEKRETNINE:Prodaje se četverosoban stan površine 81m2 na visokom prizemlju stambene zgrade u naselju Mejtaš. Nekretnina se sastoji od dnevnog boravka, tri spavaće sobe, kuhinje sa trpezarijom, dva kupatila, predsoblja i terase.Na podovima se nalazi izvorni parket, te je u kompletnom stanu izvorna vanjska i unutrašnja drvena stolarija, što je prednost za kupce koji žele da adaptiraju nekretninu po vlastitim željama i ukusu.Kao prednost nekretnine treba naglasiti izuzetno atraktivnu poziciju zgrade, odličan raspored prostorija, dvostranu orijentaciju, te neposrednu blizinu svih bitnih sadržaja u opštini Centar.Stan je dvostrano orijentisan ( sjever – istok) što garantuje dovoljno sunčeve svjetlosti tokom dana.Grijanje je centralno (plin).Zgrada je pozicionirana u mirnom dijelu naselja Mejtaš, te se u blizini zgrade nalazi zajednički parking za stanare.LOKACIJA:Stan se nalazi na visokom prizemlju stambene zgrade u ulici Nikole Kašikovića, naselje Mejtaš. U neposrednoj blizini zgrade nalazi se Osnovna škola “Silvije Strahimir Kranjčević”, Srednja škola “Katolički školski centar Sv. Josip”, tramvajska saobraćajnica, supermarketi, tržnica Markale, ulica Maršala Tita, glavno šetalište u ulici Ferhadija, i drugi objekti koji ovu lokaciju čine pogodnom ugodan način življenja. SADRŽAJ:Ravno iz predsoblja se pristupa u dnevni boravak i veću spavaću sobu, dok je lijevo pozicionirana druga spavaća soba iz koje je omogućen pristup u treću spavaću i manje kupatilo. Desno iz predsoblja je kuhinja i veće kupatilo. Iz dnevnog boravka je izlaz na prostranu terasu. STANDARD:Plinsko etažno grijanje sa gusanim radijatorima. Vanjska PVC, unutrašnja drvena stolarija. Na podovima parket i keramičke pločice. Ostava. Podrumska prostorija. Interfon. NAPOMENA:Tražena cijena predstavlja preporučenu cijenu za oglašenu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom momentu do pismenog zaključenja Rezervacije, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
94,"
                                                    Stan Hadžići
                                                ",Na upit,114,Četverosoban (4),5,Nenamješten,,Struja,Prodaja,,,2020+,Laminat,True,True,True,,True,,True,True,True,True,,14.02.2023,,True,,,True,True,True,,True,,"Prodaju se dva nova stana,jedan ispod drugog,na 5 i 6 zadnjem spratu.Primarna orijentacija sjeverozapad.Jedan stan je veličine 114 m² plus podzemna garaža.Tri spavaće sobe,dva kupatila,balkon,ostava,trpezarija i kuhinja."
95,"
                                                    Stan Sarajevo - Novi Grad
                                                ",178.000 KM,65,Trosoban (3),7,Nenamješten,Dobro stanje,Centralno (gradsko),Prodaja,,4,1980-1989,,True,True,True,True,True,True,,,,,,21.06.2023,Sjeveroistok,,,,True,,,,True,,"Stan se nalazi Bosanska na 7 spratu dvostrano orjetisan.ima 2 spavace sobe ,dnevni boravak,kuhinju trepezariju izlaz na balkon hodnik kupatilo.Blizina trolebusa,tranvaja ,skola,policije Trg.centra Merkator bingo,piste itd.u zgradi 2 lifta.066772002 .vibrr i wocap uvjek dostupno."
96,"
                                                    Stan Sarajevo - Novi Grad
                                                ",147.000 KM,38,Jednosoban (1),6,Nenamješten,Renoviran,Centralno (gradsko),Prodaja,,,1980-1989,,True,True,,,,True,True,,,,,20.05.2023,,True,,,True,,,,True,True,"Stan je u završnoj fazi adaptacije.Nalazi se u olimpijskom naselju Mojmilo na 6. / posljednjem spratu. Zgrada sa liftom.Jednostrano orijentiran (jugozapad), otvoren pogled na Dom zdravlja Vojničko polje.Stan je kompletno renoviran (u završnoj fazi). Urađene su funkcionalne zamjene prostorija. Sastoji se od hodnika 260x160cm, spavaće sobe 470x240cm, kupatila dim. cca 285x150cm, dnevnog boravka sa kuhinjom 450x385cm odakle se izlazi na balkon cca 340x130cm.Ulazna blindirana vrata.Nova vanjska PVC KÖMMERLING stolarija u garanciji .Nove vodovodne i elektro instalacije.Keramika I klasa (kuhinja, kupatilo, hodnik i balkon).Troslojni parket u spavaćoj sobi.Tarket klase 33 /14mm u dnevnom boravku / kuhinji.  Ugrađen klima uređaj / inverter. Stanu pripada funkcionalna podrumska prostorija/ostava. Svi radovi izvedeni najkvalitetnijim materijalima i izolacijama.
U blizini vrtić, škola, dom zdravlja, parking, trgovine, banka, taxi stajalište, trolejbusko stajalište.
Uskoro više.
Molim samo ozbiljne ponude! Moguće je izvršiti rezervaciju."
97,"
                                                    Dvosoban stan Bjelave- Centar Sarajevo- 53m2- Garaža
                                                ",156.000 KM,53,Dvosoban (2),Prizemlje,Nenamješten,,Plin,Prodaja,Zaima Šarca,,1980-1989,Ostalo,,,True,True,True,,,,True,True,True,09.05.2023,Sjeverozapad,True,,True,True,,True,,,,"SIGENX prodaje dvosoban stan, ulica Zaima Šarca, općina Centar, naselje Bjelave.Navedena nekretnina se nalazi na prizemlju u jednom dijelu dok je u drugom dijelu fizički na visokom prizemlju,ukupne površine 53m2 (uknjiženo 51m2). Raspored je veoma funkcionalan, prostorije koje čine stan su: ulazni hodnik, kupatilo, kuhinja sa trepezarijom ,dnevni boravak,spavća soba,nekretnini pripada i odvojena podrumska prostorija u suterenu zgrade. Stan je u izvornom stanju, sve instalacije su ispravne, nema nikakvih znakova slabosti zgrade, mirisa vlage ili curenja.Nekretnina nudi brojne mogućnosti reorganizacije prostora prilikom adaptacije.Grijanje je plinsko etažno, postavljene plinske peći.Boravak u stanu je ugodan tokom čitavog dana, osunčan je ima pogled ka zelenim površinama. Stambena zgrada je uredna i redovno se održava, u planu je utopljavanje fasade.Ispred i okolo zgrade uvijek dostupan parking prostor. Lokacijski pozicioniran izvrsno u neposrednoj blizini svih sadržaja koji su neophodni za svakodnevne potrebe. Osnovna škola, gradski saobraćaj, marketi, obdanište, igralište, ugostiteljski objekti, vjerski objekti, KCUS, fakulteti, sve u krugu od 300m.Naselje sa kompletnom infrastrukturom, odlično za život. Smatramo nekretninu odličnom ponudom zbog lokacije, spratnosti i kvadrature.Idealno za starije osobe zbog spratnosti, prvu nekretninu za mlade ili investiciju dugoročnog najma.BITNA NAPOMENA: Postoji mogućnost kupovine garaže koja se nalazi u blizini zgrade, površina garaže je cc.a 12m2 i nije uknjižena, cijena garaže 10.000KM  Vlasništvo uredno 1/1.Moguće obići svakoga dana uz prethodni dogovor sa agentom koji je zadužen za nekretninu.Certificirani agent posredovanja NIHAD LJAJIĆ Broj: 01.01.1-502/22 Kontakt: + 387 61 861 824CIJENA: 156.000KM Agencija SIGENX upisana u Registar posrednika u prometu nekretnina Broj: 54/2023 Prodajete nekretninu? Javite se još danas našoj Agenciji i možda odmah pronađemo kupca za istu ! Za kompletnu ponudu Agencije SIGENX  posjetite našu stranicu ili kontaktirajte nas putem telefona. Ako želite kupiti ili prodati stan i to samo za jedan dan, a da ne napravite kiks dođite u SIGENX. 26 GODINA SA VAMA www.sigenx.com info@sigenx.com Tel: 033/654-793 Sarajevo 71000, Kemala Kapetanovića 34 - Grbavica. "
98,"
                                                    Stanovi novogradnja ""Rosa"" - Nedžarići, Vojničko
                                                ",Na upit,35,Dvosoban (2),2,Nenamješten,Novogradnja,Struja,Prodaja,,,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,10.11.2022,,True,,,True,True,True,True,True,,"AHAETI d.o.o. objavljuje prodaju stanova u novogradnji - stambenom objektu ""Rosa"" na lokaciji Nedžarići, ul. Ramiza Salčina bb.


Objekat je pozicioniran na granici naselja Nedžarići i Vojničko polje.


U ponudi stanovi kvadratura od 35 m2 do 140 m2 - dvosobni, trosobni, četverosobni i petosobni.


Lokacija se odlikuje blizinom svih važnih i potrebnih sadržaja za život savremenog čovjeka. 



Na par minuta šetnje nalazi se osnovna škola, obdanište je udaljeno 10m od objekta, Dom zdravlja ""Saraj polje"" je udaljen par stotina metara kao i najbliža trolejbuska stanica.


Objekat je projektovan kao luksuzan, spratnosti: suteren (garažna mjesta) + prizemlje + 4 sprata, sa svega 26 stambenih jedinica i garažnim mjestima povezanim liftom sa svim etažama.


Materijali sa kojima je planirana gradnja stambenog objekta Rosa zadovoljavaju najviše standarde kvalitete i osiguravaju trajnost, kvalitet i najzahtjevnije uslove u eksploataciji objekta, a istovremeno osiguravaju efikasnu toplinsku izolaciju, visoke zahtjeve za hidroizolacijama, te zaštitu od požara. 



Stanovi su bogato opremljeni, izdvajamo: 


▪︎ centralno podno grijanje u svim prostorijama - energent struja (wiFi termostat) 


▪︎ fasadnu stolariju sa tri low-e stakla ispunjena argonom sa roletnama na svim pozicijama


▪︎ inverter klima uredjaj 


▪︎ prvoklasne podne obloge - parkete


▪︎ keramiku premium brendova


▪︎ brendirane baterije i sanitarije


▪︎ sigurnosna protivpožarna i protivprovalna vrata 


▪︎ vertikalni transport obezbjeđen niskošumnim liftom


▪︎ video nadzor objekta.



LOKACIJA


Objekat je pozicioniran na granici naselja Nedžarići i Vonjičko polje, u ulici Ramiza Salčina bb.

Lokacija se odlikuje blizinom svih važnih i potrebnih sadržaja za život savremenog čovjeka. 

Na par minuta šetnje nalazi se trolejbuska stanica i stanica komercijalnog prevoza, osnovna škola, dom zdravlja sa apotekom, kao i prodavnice različitih sadržaja i svi potrebni servisni centri. 

Vrtić je odmah preko puta zgrade. 

Za svega 5 minuta vožnje automobilom dolazite do Centra Safet Zajko koji je idealno mjesto za odmor, zabavu i rekreaciju na otvorenom. Također, u blizini objekta, na svega 900m udaljenosti nalazi se i novoizgrađeni otvoreni bazen Dobrinja.

 

OSNOVNA ŠKOLA

Hod – 3min

 

DOM ZDRAVLJA NEDŽARIĆI I APOTEKA 

Hod – 3min

 

MARKET

Hod – 4min

 

CENTAR DOBRINJE

Hod – 12min

 

ZELENA PIJACA

Hod – 7min

 

POŠTA

Hod – 5min

 

OBDANIŠTE/ IGRAONICA

Hod – 1min

 

TROLEJBUSKO STAJALIŠTE

Hod – 3min

 

RESTORANI I KAFE BAROVI

Hod – 7min

 

CENTAR SAFET ZAJKO

Auto – 5min

 

PARK / IGRALIŠTE 

Hod – 1min

 

SPORTSKO-REKREACIONI CENTAR SA BAZENOM

Hod – 10min



Završetak radova: mart 2024.god.



Ostvari san, biraj u Rosi stan. 



Više informacija:


☎️ +38762682765

☎️ +38761792692

📩 info@ahaeti.ba

📩 ahaeti@yahoo.com"
